Gazette Number,Date,Description,Link
2483/61,2026-04-10,"Legal Affairs Department - The Colombo Port City Economic Commission Act, No. 11 of 2021 - Grip Citadel (Pvt) Ltd",https://documents.gov.lk/view/egz/2026/4/2483-61_E.pdf
2483/62,2026-04-10,"Legal Affairs Department - The Colombo Port City Economic Commission Act, No. 11 of 2021 - Simcentric Technologies (Pvt) Ltd",https://documents.gov.lk/view/egz/2026/4/2483-62_E.pdf
2483/63,2026-04-10,"Legal Affairs Department - The Colombo Port City Economic Commission Act, No. 11 of 2021 - PRAVY Consulting INC",https://documents.gov.lk/view/egz/2026/4/2483-63_E.pdf
2483/64,2026-04-10,"Legal Affairs Department - The Colombo Port City Economic Commission Act, No. 11 of 2021 - Mitra Innovation (Americas) INC",https://documents.gov.lk/view/egz/2026/4/2483-64_E.pdf
2483/65,2026-04-10,"Legal Affairs Department - The Colombo Port City Economic Commission Raketman ( Pvt) Ltd,",https://documents.gov.lk/view/egz/2026/4/2483-65_E.pdf
2483/66,2026-04-10,Legal Affairs Department - The Colombo Port city Economic Commission - Prime Business Solution LLC,https://documents.gov.lk/view/egz/2026/4/2483-66_E.pdf
2483/67,2026-04-10,"Legal Affairs Department - The Colombo Port City Economic Commission - Akbar Brothers Gt ( PVT) Ltd,",https://documents.gov.lk/view/egz/2026/4/2483-67_E.pdf
2483/68,2026-04-10,Legal Affairs Department - The Colombo Port City Economic Commission - Imperial Advisors ( Pvt) Ltd.,https://documents.gov.lk/view/egz/2026/4/2483-68_E.pdf
2483/69,2026-04-10,Legal Affairs Department - The Colombo Porty City Economic Commission - Mihraj Global General Trading LLC.,https://documents.gov.lk/view/egz/2026/4/2483-69_E.pdf
2483/70,2026-04-10,Legal Affairs Department - The Colombo Port City Economic Commission - Envoyortus plus Human Resources Consultancies Co.,https://documents.gov.lk/view/egz/2026/4/2483-70_E.pdf
2483/71,2026-04-10,"The Colombo Port City Economic Commission - Ansell Global Services ( Pvt) Ltd,",https://documents.gov.lk/view/egz/2026/4/2483-71_E.pdf
2483/72,2026-04-10,Legal Affairs Department - The Colombo Port City Economic Commission  - Masterock Limited.,https://documents.gov.lk/view/egz/2026/4/2483-72_E.pdf
2483/73,2026-04-10,Legal Affairs Department - The Colombo Port city Economic Commission  - Elite Plan Services ( Pvt) Ltd.,https://documents.gov.lk/view/egz/2026/4/2483-73_E.pdf
2483/74,2026-04-10,Legal Affairs Department - The Colombo Port City Economic Commission - Visionary Plan Service (Pvt) Ltd,https://documents.gov.lk/view/egz/2026/4/2483-74_E.pdf
2483/76,2026-04-10,Legal Affairs Department - The Colombo Port city Economic Commission - Pulse Creative Solutions ( Pvt) Ltd,https://documents.gov.lk/view/egz/2026/4/2483-76_E.pdf
2483/77,2026-04-10,"Legal Affairs Department - The Colombo Economic Commission - Xpectrum Holding PTY,LTD",https://documents.gov.lk/view/egz/2026/4/2483-77_E.pdf
2483/78,2026-04-10,Legal Affairs Dept- The Colombo Porty City Economic Commission - Enterprise Analitics Lanka ( Pvt) Ltd.,https://documents.gov.lk/view/egz/2026/4/2483-78_E.pdf
2483/79,2026-04-10,The Colombo Port City Economic Commission - Ace Glaobal Management Service (Pvt) Ltd.,https://documents.gov.lk/view/egz/2026/4/2483-79_E.pdf
2483/80,2026-04-10,"Legal Affairs Department - The Colombo Publicity Economic Commission Act, No. 11 of 2021 - Atlas Global BPO (Pvt) Ltd",https://documents.gov.lk/view/egz/2026/4/2483-80_E.pdf
2483/81,2026-04-10,Legal Affairs Department - The Colombo Port City Economic Commission - Navulia (pvt) Ltd,https://documents.gov.lk/view/egz/2026/4/2483-81_E.pdf
2483/82,2026-04-10,Legal Affairs Department - The Colombo Port City Economic Commission - Intervest Trading Corporation ( Pvt) Ltd,https://documents.gov.lk/view/egz/2026/4/2483-82_E.pdf
2483/83,2026-04-10,Legal Affairs Department -  The Colombo Port City Economic Commission - REN XYZ INC,https://documents.gov.lk/view/egz/2026/4/2483-83_E.pdf
2483/84,2026-04-10,Legal Affairs Department -  The Colombo Port City Economic Commission - Austin International Services Limited,https://documents.gov.lk/view/egz/2026/4/2483-84_E.pdf
2483/85,2026-04-10,"Legal Affairs Department - The Colombo Port City Economic Commission - Orel X ( PVT ) Ltd,",https://documents.gov.lk/view/egz/2026/4/2483-85_E.pdf
,2026-04-10,Ordinary Gazette,https://documents.gov.lk/view/gz/2026-04-10.html
2483/12,2026-04-09,Secretariat of the Governor - Eastern Province - Amendment to Governor's Memorandum No. 2026/01 Delegation of Power of Eastern Provincial Public service,https://documents.gov.lk/view/egz/2026/4/2483-12_E.pdf
2483/02,2026-04-07,Superior Courts Complex Board of Management -  Superior Courts Complex Board of Management Act No 50 of 1987,https://documents.gov.lk/view/egz/2026/4/2483-02_E.pdf
2483/03,2026-04-07,"Land Aquations - Udumullahena, Niyagama D/S/D, Galle District",https://documents.gov.lk/view/egz/2026/4/2483-03_E.pdf
2483/04,2026-04-07,Elections Commission - Filling of a Vacancy in the Office of Member of the Baruwala Urban Council,https://documents.gov.lk/view/egz/2026/4/2483-04_E.pdf
2483/05,2026-04-07,Elections Commission - Filling of a Vacancy in the office at member of the Alawwa Pradeshiya Sabha,https://documents.gov.lk/view/egz/2026/4/2483-05_E.pdf
2483/06,2026-04-07,Matara Four Gravets D/S - Pilgrimages Ordinance 41 Ordination Ceremony of Sri Rohana Maha Sanga Sabha,https://documents.gov.lk/view/egz/2026/4/2483-06_E.pdf
2483/07,2026-04-07,"Land Aquations - Gangoda, Godakawela D/S/D, Rathnapura District
Land Aquations - Idamegama, Hali -ela D/S/D, Badulla District",https://documents.gov.lk/view/egz/2026/4/2483-07_E.pdf
2483/10,2026-04-07,"Land Title Settlement Dept- Samagipura , Elehera D/S/D, Polonnaruwa District (26/1200039)",https://documents.gov.lk/view/egz/2026/4/2483-10_E.pdf
2483/11,2026-04-07,"Land Title Settlement Dept - Ulapane, Ganga Ihalakorale D/S/D, Kandy District ( 26/1200031)",https://documents.gov.lk/view/egz/2026/4/2483-11_E.pdf
2483/01,2026-04-06,Sri Lanka Customs - rates of Exchange w.e.t  06.04.2026 to 12.04.2026,https://documents.gov.lk/view/egz/2026/4/2483-01_E.pdf
,2026-04-03,Ordinary Gazette,https://documents.gov.lk/view/gz/2026-04-03.html
2482/10,2026-04-02,"Ministry of Labour - Industrial Dispute between L.P. Jayasundara and Central Engineering Consultancy Bureay
S.A. Gunarathna and Nimrod Systems ( Pvt) Ltd.",https://documents.gov.lk/view/egz/2026/4/2482-10_E.pdf
2482/12,2026-04-02,Imports and Exports Control Department - Imports and Exports,https://documents.gov.lk/view/egz/2026/4/2482-12_E.pdf
2482/14,2026-04-02,"Land Title Settlement Dept - Kumburugamuwa North, Weligama D/S/D, Matara District ( 26/5514043)",https://documents.gov.lk/view/egz/2026/4/2482-14_E.pdf
2482/15,2026-04-02,"Land Title settlement Dept - Mawela East, Kothmale D/S/D, Nuwara Eliya District ( 26/5514060)",https://documents.gov.lk/view/egz/2026/4/2482-15_E.pdf
2482/18,2026-04-02,"Land Title Settlement Dept - Homagama Town, Homagama D/S/D, Colombo District ( 25/55081)",https://documents.gov.lk/view/egz/2026/4/2482-18_E.pdf
2482/19,2026-04-02,"Land Title Settlement Dept - Igala Thalawa, Elpitiya D/S/D, Galle District ( 25/14-204-00013)",https://documents.gov.lk/view/egz/2026/4/2482-19_E.pdf
2482/26,2026-04-02,"Land Title Settlement Dept - Aswennawatta, Divulapitiya D/S/D, Gamapah DIstrict ( 26/5514041)",https://documents.gov.lk/view/egz/2026/4/2482-26_E.pdf
2482/27,2026-04-02,"Land Title Settlement Dept - Borupana, Moratuwa D/S/D, Colombo District ( 26/5514039)",https://documents.gov.lk/view/egz/2026/4/2482-27_E.pdf
2482/29,2026-04-02,"Land Title settlement Dept - Ekala kurunduwatta, Ja -ela D/S/D, Gampaha District ( 24/14-4-00060)",https://documents.gov.lk/view/egz/2026/4/2482-29_E.pdf
2482/31,2026-04-02,"Land Title Settlement Dept  - Nungamuwa, Meerigama D/S/D, Gampaha District ( 26/5514061)",https://documents.gov.lk/view/egz/2026/4/2482-31_E.pdf
2482/33,2026-04-02,"Land Title Settlement Dept- Kehelella, Divulapitiya D/S/D, Gampaha District ( 26/5514059)",https://documents.gov.lk/view/egz/2026/4/2482-33_E.pdf
2482/36,2026-04-02,"Land Title Settlement Dept- Depanama, Maharagama D/S/D, Colombo District ( 26/1200051)",https://documents.gov.lk/view/egz/2026/4/2482-36_E.pdf
2482/37,2026-04-02,"Land Title Settlement Dept- Gonakumbura, Pelmadulla D/S/D, Rathnapura District ( 25/14-204-00108)",https://documents.gov.lk/view/egz/2026/4/2482-37_E.pdf
2482/42,2026-04-02,"Land Title settlement Dept - Kalukale ( Black  08) Dimbulagala D/S/D, Polonnaruwa District ( 26/1200047)",https://documents.gov.lk/view/egz/2026/4/2482-42_E.pdf
2482/43,2026-04-02,"Land Title Settlement Dept - Nalawa ( Block 02) , Mallawapitiya D/S/D, Kurunegala District ( 26/1200043)",https://documents.gov.lk/view/egz/2026/4/2482-43_E.pdf
2482/05,2026-03-31,Department of Local Government - Sabaragamuwa Province - Elected the Post of Vice Chairman of Balangoda Urban Council,https://documents.gov.lk/view/egz/2026/3/2482-05_E.pdf
2482/06,2026-03-31,Ministry of Defence -  Uththama Sewa Padakkama for the tri - services personnel,https://documents.gov.lk/view/egz/2026/3/2482-06_E.pdf
2482/08,2026-03-31,"Imports and Exports Control Department - Imports and Exports (Control) Regulations No, 02 of 2026",https://documents.gov.lk/view/egz/2026/3/2482-08_E.pdf
2482/09,2026-03-31,"Department of Trade and Investment Policy - Order Under Sec. 2and 5 of the Special Commodity Levy Act No, 48 of 2007",https://documents.gov.lk/view/egz/2026/3/2482-09_E.pdf
2482/01,2026-03-30,Sri Lanka Customs - Rates of Exchange W.e.t. 30-03-2026 to 05-04-2026,https://documents.gov.lk/view/egz/2026/3/2482-01_E.pdf
2482/02,2026-03-30,"Land Title Settlement Dept - Pelwehera, Dambulla D/S/D, MataleColombo District (26/14-3-00239)",https://documents.gov.lk/view/egz/2026/3/2482-02_E.pdf
2482/03,2026-03-30,"Ministry of Justice and National Integration - The Anti-Corruption Act, No. 09 of 2023",https://documents.gov.lk/view/egz/2026/3/2482-03_E.pdf
2482/04,2026-03-30,"Ministry, Justice and National Integration - The Anti Corruption Act, No. 09 of 2023 (High - Risk Categories Required to Submit the Declaration of Asset and Liabilities Regulations, No. 01 of 2026",https://documents.gov.lk/view/egz/2026/3/2482-04_E.pdf
2481/29,2026-03-28,Presidential Secretariat - The Public Security Ordinance ( Chapter 40),https://documents.gov.lk/view/egz/2026/3/2481-29_E.pdf
2481/30,2026-03-28,"Presidential Secretariat - Essential Public Services Act, No. 61 of 1979",https://documents.gov.lk/view/egz/2026/3/2481-30_E.pdf
2481/31,2026-03-28,"Land Title Settlement Dept - Parakrama Samudraya ( Block 01) Thamankaduwa D/S/D, Polonnaruwa District ( 26/1200029)",https://documents.gov.lk/view/egz/2026/3/2481-31_E.pdf
2481/32,2026-03-28,"Land Title Settlement Dept - Pagoda ( Block 10) Sri Jayawardanapura Kotte D/S/D, Colombo District ( 26/1200038)",https://documents.gov.lk/view/egz/2026/3/2481-32_E.pdf
2481/33,2026-03-28,"Land Title Settlement Dept - Urulawaththa (Block 01) udunuwara D/S/D, Kandy District (26/1200024)",https://documents.gov.lk/view/egz/2026/3/2481-33_E.pdf
2481/34,2026-03-28,"Land Title Settlement Dept- Gangoda, Rathnapura D/S/D, Rathnapura District (24/00042)",https://documents.gov.lk/view/egz/2026/3/2481-34_E.pdf
2481/35,2026-03-28,"Land Title Settlement Dept - Galbokka East, Udapalatha D/S/D, Kandy District ( 25/5514260)",https://documents.gov.lk/view/egz/2026/3/2481-35_E.pdf
2481/36,2026-03-28,"Land Title Settlement Dept - Mahakandegama, Kurunegala D/S/D, Kurunegala District ( 25/5514280)",https://documents.gov.lk/view/egz/2026/3/2481-36_E.pdf
2481/38,2026-03-28,"Land Title Settlement Dept - Pahala Makandura, Pannala D/S/D, Kurunegala District ( 25/5514289)",https://documents.gov.lk/view/egz/2026/3/2481-38_E.pdf
2481/40,2026-03-28,"Land Title Settlement Dept - Polhena, Matara D/S/D, Matara District (25/5514278)",https://documents.gov.lk/view/egz/2026/3/2481-40_E.pdf
2481/41,2026-03-28,"Land Title Settlement Dept - Walpola, Katana D/S/D, Gampaha District ( 25/5514293)",https://documents.gov.lk/view/egz/2026/3/2481-41_E.pdf
2481/43,2026-03-28,"Land Title Settlement Dept - Lelwala, Neluwa D/S/D, Galle District ( 24/14-4-00037)",https://documents.gov.lk/view/egz/2026/3/2481-43_E.pdf
2481/44,2026-03-28,"Land Title Settlement Dept - Godigamuwa, Rathnapura D/S/D, Rathnapura District ( 24/14-40-070)",https://documents.gov.lk/view/egz/2026/3/2481-44_E.pdf
2481/45,2026-03-28,"Land Title Settlement Dept- Dediyawala, Kaluthara D/S/D, Kaluthara District ( 25/0539)",https://documents.gov.lk/view/egz/2026/3/2481-45_E.pdf
2481/47,2026-03-28,"Land Title Settlement Dept - Pimburawaththawa, Dimbulagala D/S/D, Polonnaruwa District (26/1200046)",https://documents.gov.lk/view/egz/2026/3/2481-47_E.pdf
2481/48,2026-03-28,"Land Title Settlement Dept - Thambiyawa, Mahawilachchiya D/S/D, Anuradhapura District (25/1200023)",https://documents.gov.lk/view/egz/2026/3/2481-48_E.pdf
2481/49,2026-03-28,"Land Title Settlement Dept - Olagama, Wewaldeniya D/S/D, Kegalle District ( 26/1200042)",https://documents.gov.lk/view/egz/2026/3/2481-49_E.pdf
2481/50,2026-03-28,"Land Title Settlement Dept-  Narangamuwa, Mathale D/S/D, Matale District ( 26/1200044)",https://documents.gov.lk/view/egz/2026/3/2481-50_E.pdf
2481/51,2026-03-28,"Land Title Settlement Dept - Pallegama, Raththota D/S/D, Matale District ( 24/14-4-00031)",https://documents.gov.lk/view/egz/2026/3/2481-51_E.pdf
2481/53,2026-03-28,"/Land Title Settlement Dept - Majidpura, Thamankaduwa D/S/D, Polonnaruwa District ( 24/14-4-0045)",https://documents.gov.lk/view/egz/2026/3/2481-53_E.pdf
2481/54,2026-03-28,"Land Title Settlement Dept - Udawalpola, Kurunegala D/S/D, Kurunegala District (7941)",https://documents.gov.lk/view/egz/2026/3/2481-54_E.pdf
2481/19,2026-03-27,Presidential Secretariat - The Public Security Ordinance - Order,https://documents.gov.lk/view/egz/2026/3/2481-19_E.pdf
2481/20,2026-03-27,Ministry of Agriculture Live Stock Land and Irrigation - Extension of Service of an Officer Weras Ganga Storm Water Drainge and Environment Improvement Project,https://documents.gov.lk/view/egz/2026/3/2481-20_E.pdf
2481/21,2026-03-27,"Ministry of Housing, Construction and Water Supply - Section 92 of the National Water Supply and Drainage Board",https://documents.gov.lk/view/egz/2026/3/2481-21_E.pdf
2481/22,2026-03-27,Department of Inland Revenue - Value Added Tax Act No 14 of 2002,https://documents.gov.lk/view/egz/2026/3/2481-22_E.pdf
2481/23,2026-03-27,"Land Aquations - Kengalla, Kundasale D/S/D, Kandy District 
Galapitamada, Ruwanwella D/S/D, kegalle District",https://documents.gov.lk/view/egz/2026/3/2481-23_E.pdf
2481/24,2026-03-27,"Land Acquisitions - Niriella, Nivithigala D/S/D, Rathnapura District 
Eheliyagoda watta, Ehiliyagoda D/S/D, Rathnapura District",https://documents.gov.lk/view/egz/2026/3/2481-24_E.pdf
2481/25,2026-03-27,"Land Aquations - Asgiriya , Kandy Four Gravesta and Gangawatakorala D/S/D, Kandy District
Bebilapitiya , Thumpane D/S/D, Kandy District",https://documents.gov.lk/view/egz/2026/3/2481-25_E.pdf
2481/26,2026-03-27,"Land Aquations - Kahathuduwa , Homagama D/S/D, Colombo District 
Pannipitiya, Maharagama D/S/D, Colombo District",https://documents.gov.lk/view/egz/2026/3/2481-26_E.pdf
2481/27,2026-03-27,"Ministry of Trade Commerce food Security and Co-operative Development  - Public Contracts Act No , 03 of 1987 Amended Fees for Public Contracts",https://documents.gov.lk/view/egz/2026/3/2481-27_E.pdf
,2026-03-27,Ordinary Gazette,https://documents.gov.lk/view/gz/2026-03-27.html
2481/10,2026-03-26,Institute of Chartered Accountants of Sri Lanka - Financial Statements for the Year Ended,https://documents.gov.lk/view/egz/2026/3/2481-10_E.pdf
2481/11,2026-03-26,"Land Acquisition - Dampelgoda, Aranayaka D/S/D, Kegalle District 
Thimbirigaswewa, Hingurakgoda D/S/D, Polonnaruwa District
Maragaswewa, Hingurakgoda D/S/D, Polonnaruwa District",https://documents.gov.lk/view/egz/2026/3/2481-11_E.pdf
2481/14,2026-03-26,"Election Commission - Filling of a vacancy in the Office of Member of the Chavakachcheri P.S
Filling of a Vacancy in the office of member of the Valikamam East P.S",https://documents.gov.lk/view/egz/2026/3/2481-14_E.pdf
2481/16,2026-03-26,"Land Aquation - kalothuwawa Village, Hatharaliyedda D/S/D, Kandy District",https://documents.gov.lk/view/egz/2026/3/2481-16_E.pdf
2481/17,2026-03-26,Department of Inland Revenue - Value Added Tax Act No . 14 of 2002,https://documents.gov.lk/view/egz/2026/3/2481-17_E.pdf
2481/18,2026-03-26,Ayuveda Medical Council - The Ayuveda Act. No. 31 of 1961,https://documents.gov.lk/view/egz/2026/3/2481-18_E.pdf
2481/06,2026-03-24,Ministry of Defence - Amendment to the Consolidated List under Regulation 4(2)(B) United Nations Regulations No. 02 of 2012,https://documents.gov.lk/view/egz/2026/3/2481-06_E.pdf
2481/07,2026-03-24,Land Aquation - Correction Paper Ex: Ordinary Gazette No 2420/38 dated 22.01.2025,https://documents.gov.lk/view/egz/2026/3/2481-07_E.pdf
2481/08,2026-03-24,Department of Census and Statistics - National Consumer Price Index - February 2026,https://documents.gov.lk/view/egz/2026/3/2481-08_E.pdf
2481/09,2026-03-24,Central Bank of Sri Lanka - Rules on Reserve Requirement No. 01 of 2026,https://documents.gov.lk/view/egz/2026/3/2481-09_E.pdf
2481/01,2026-03-23,Sri Lanka Customs - Rates of Exchange W.e.t.23.03.2026 to 29.03.2026,https://documents.gov.lk/view/egz/2026/3/2481-01_E.pdf
2481/02,2026-03-23,Imports and Exports Control Department - Imports and Exports Control Act No 01 of 1969 Imports and Exports ( Control) Regulations No 01 of 2026,https://documents.gov.lk/view/egz/2026/3/2481-02_E.pdf
2481/04,2026-03-23,"Land Acquisitions - Mahadangaswewa, Mahawilachchiya D/S/D, Anuradhapura District",https://documents.gov.lk/view/egz/2026/3/2481-04_E.pdf
2480/47,2026-03-21,"Ministry of Trade, Commerce, Food Security and Co-operative Development - Companies (Amendment ) Act, No 12 of 2025 Order under Sub-section (2) of Section II",https://documents.gov.lk/view/egz/2026/3/2480-47_E.pdf
